Total,,Title of reading,Author,Source,University of Washington,University of Minnesota,Portland State,UCLA,Berkeley,Michigan,Oreg,FSU,WISC,McGill,Rutgers,Oklahoma
1,,Parking strategies to attract auto users to transit,"Bianco, M. J., Dueker, K. J., and Strathman, J. G.",,,,,,,,,,,1,,
1,,The economics of urban form,"Blais, P. and Berridge Lewinberg Greenberg Dark Gabor Ltd","GTA Task force, The Office for the GTA, Toronto",,,,,,,,,,1,,
1,,Do highways matter? Evidence and policy implications of highways' influence on metropolitan development.,"Boarnet, M. G. and Haughwout, A. F.",The Brookings Institution Center on Urban and Metrolitan Policy,,,,,,,,,,1,,
1,,The influence of land use on travel behaviour: Specification and estimation strategies,"Boarnett, M. and Crane, R.",Transportation Research A,,,,,,,,,,1,,
1,,Learning About Transportation Costs,"Braeutigam, R. R.",Transportation Economics and Policy,,,,,,,,,,1,,
1,,Technique for relating transportation improvements and urban development patterns,"Brand, D., Barber, B., and Jacobs, M.",Technique for relating transportation improvements and urban development patterns,,,,,,,,,,1,,
1,,The compact city: Just or just compact? A preliminary analysis,"Burton, E.",Urban Studies,,,,,,,,,,1,,
1,,Guide for the preparation of traffic impact studies State of California Department of Transportation,Caltrans,Guide for the preparation of traffic impact studies State of California Department of Transportation,,,,,,,,,,1,,
1,,Railroad development and land value,"Coffman, C. and Gregson, M. E.",Journal of Real Estate Finance and Economics,,,,,,,,,,1,,
1,,Does increased street connectivity improve the operation of regional streets? Case studies from the Portland Metro Regional Street Design Study,"Daisa, J. M., Kloster, T., and Ledbetter, R.",World Wide Web,,,,,,,,,,1,,
1,,Exploring the spatial‑temporal distribution of household activities and the implications for energy efficiency,"Doherty, S., Haider, M., and Lee‑Gosselin, M.",Exploring the spatial‑temporal distribution of household activities and the implications for energy efficiency,,,,,,,,,,1,,
1,,Light Rail Transit impacts in Portland: The first ten years,"Dueker, K. J. and Bianco, M. J",Light Rail Transit impacts in Portland: The first ten years,,,,,,,,,,1,,
1,,Land use considerations in Environmental Assessment of the New York City Transit Authority's Station Improvement Program,"Forde, C., Abdallah, T., and Pesesky, L.",Land use considerations in Environmental Assessment of the New York City Transit Authority's Station Improvement Program,,,,,,,,,,1,,
1,,Site density restrictions: Measurement and empirical analysis,"Fu, Y. and Somerville, C. T.",Journal of Urban Economics,,,,,,,,,,1,,
1,,Greater Montreal Area Transportation Management Plan,Gouvemement du Quebec, World Wide Web,,,,,,,,,,1,,
1,,Nine causes of sprawl,"Green, R. K.", World Wide Web,,,,,,,,,,1,,
1,,Understanding urban development processes: Integrating the economic and social in property research,"Guy, S. and Hennebeny, J.",Urban Studies,,,,,,,,,,1,,
1,,Effects of transportation infrastructure and location on residential land values: Application of spatial-autoregressive techniques,"Haider, M. and Miller, E. J.", Transportation Research Record,,,,,,,,,,1,,
1,,The effect of free parking on commuter mode choice: Evidence from travel diary data,"Hess, D. B.",The effect of free parking on commuter mode choice: Evidence from travel diary data,,,,,,,,,,1,,
1,,Neighborhood site design and pedestrian travel,"Hess, P. M., Moudon, A. V., Snyder, M. C., and Stanilov, K.",Neighborhood site design and pedestrian travel,,,,,,,,,,1,,
1,,Measuring land use patterns for transportation research,"Hess, P. M., Moudon, A. V., and Logsdon, M. G.",Measuring land use patterns for transportation research,,,,,,,,,,1,,
1,,LAND USE SCANNER: An integrated GIS based model for long term projections of land use in urban and rural areas,"Hilferink, M. and Rietveld, P.",Journal of Geographical Systems,,,,,,,,,,1,,
1,,Assessing the impacts of development choices,"Hollis, L., Porter, D., and Stallworth, H",World Wide Web,,,,,,,,,,1,,
1,,A GIS-based planning approach to locating urban rail terminals,"Homer, M. W. and Grubesic, T. H.",Transportation,,,,,,,,,,1,,
1,,A description of the MEPLAN framework for land use and transport interaction modelling,"Hunt, J. D.",A description of the MEPLAN framework for land use and transport interaction modelling,,,,,,,,,,1,,
1,,Traffic impact study for the lands in Liberty Strachan Area,IBI Group,Traffic impact study for the lands in Liberty Strachan Area,,,,,,,,,,1,,
1,,Transportation impact study of the consolidation of facilities to the Macmillan Site,IBI Group,Transportation impact study of the consolidation of facilities to the Macmillan Site,,,,,,,,,,1,,
1,,"Synergisms among land use, transit, and travel pricing policies","Johnston, R. A. and Rodier, C. J. ","Synergisms among land use, transit, and travel pricing policies",,,,,,,,,,1,,
1,,The Urban Transportation Problem: A Reexamination and Update.,"Kain, J. F. ",Transportation Economics and Policy,,,,,,,,,,1,,
1,,Empirical examination of the relationship between firm location and transportation facilities.,"Kawamura, K.",,,,,,,,,,,1,,
1,,Land use & transit integration and transit use incentives,"Khasnabis, S. ",,,,,,,,,,,1,,
1,,Accessibility in a metropolis: Toward a better understanding of land use and trave,"Kitamura, R., Akiyama, T., Yamamoto, T., and Golob, T. F.",,,,,,,,,,,1,,
1,,The polycentric urban region: Towards a research agenda,"Kloosterman, R. C. and Musterd, S.",Urban Studies,,,,,,,,,,1,,
1,,The What if? Collaborative Support System,"Klosterman, R. E.",nvironment and Planning B: Planning and Design,,,,,,,,,,1,,
1,,Guiding framework: Tools for urban energy use and C02 planning,"Kriger, D. S.","Rep. No. NRCan 99‑0356, Natural Resources Canada, Toronto",,,,,,,,,,1,,
1,,Modeling urban land use change: The next generation of the California Urban Futures model,"Landis, J. and Zhang, M",World Wide Web,,,,,,,,,,1,,
1,,Metroscope: Simulating future urban land stapes at the parcel level,"Larson, K., Cser, J., and Conder, S",,,,,,,,,,,1,,
1,,Evaluation of the land-use impacts of two Toronto subway extension alternatives,"Lee, K., Haider, M., Pushkar, A. O., Putra, E., and Roorda, M.",,,,,,,,,,,1,,
1,,Bus transit in the 21 st century perspectives and prospects,"Levinson, H. S.",,,,,,,,,,,1,,
1,,Land use and transportation: Envisioning regional sustainability,"Lewis III, S. L. ",Transport Policy,,,,,,,,,,1,,
1,,Moving toward sustainability: Transforming a comprehensive land use and transportation plan,"Lindquist, E.",,,,,,,,,,,1,,
1,,An economic evaluation of smart growth and TDM: Social welfare and equity impacts of efforts to reduce sprawl and automobile dependency,"Litman, T",World Wide Web,,,,,,,,,,1,,
1,,Land use impact costs of transportation,"Litman, T",,,,,,,,,,,1,,
1,,Parking requirement impacts on housing affordability,,World Wide Web,,,,,,,,,,1,,
1,,You can get there from here: Evaluating transportation choice,,,,,,,,,,,,1,,
1,,"""Suburbs and the census: Patterns of growth and decline","Lucy, W. H. and Phillips, D. L.","Center on Urban & Metropolitan Policy, The Brookings Institute",,,,,,,,,,1,,
1,,Implications of urban development for travel demand in the Netherlands,"Maat, K. and Harts, J. J.",,,,,,,,,,,1,,
1,,Land use transportation models for policy analysis,"Mackett, R.",Transportation Research Record,,,,,,,,,,1,,
1,,MUSSA Model: The theoretical framework,"Martinez, F, J. and Donoso, P. P.",,,,,,,,,,,1,,
1,,MUSSA: A land use model for Santiago City,"Martinez, F. J",,,,,,,,,,,1,,
1,,Towards the 5-stage land use Transport model,"Martinez, F. J. ",,,,,,,,,,,1,,
1,,Land use regulation and new construction,"Mayer, C. J. and Somerville, C. T.",Regional Science and Urban Economics,,,,,,,,,,1,,
1,,The travel impacts of mixed land use neighborhoods in Seattle,"McCormack, E., Rutherford, G. S., and Wilkinson, M. G.",,,,,,,,,,,1,,
1,,A comprehensive land use‑transportation‑finance model for city planning,"Meyer, G. A.",,,,,,,,,,,1,,
1,,Demand Analysis,"Meyer, M. D. and Miller, E. J.",Urban Transportation Planning: A Decision Oriented Approach,,,,,,,,,,1,,
1,,Supply Analysis,"Meyer, M. D. and Miller, E. J.",Urban Transportation Planning: A Decision Oriented Approach,,,,,,,,,,1,,
1,,Transportation and Communication,"Miller, E. J.",Canadian Cities in Transition,,,,,,,,,,1,,
1,,"The Integrated Land Use, Transportation, Environment (ILUTE) Modeling System : Description and Current Status","Miller, E. J. and Salvini, P. A.","The Integrated Land Use, Transportation, Environment (ILUTE) Modeling System : Description and Current Status",,,,,,,,,,1,,
1,,Introducing Land and Land rents into Price Theory,"Mills, E. S.",Urban Economics,,,,,,,,,,1,,
1,," Urban Economics, Scott, Foresman and Company","Mills, E. S."," Urban Economics, Scott, Foresman and Company",,,,,,,,,,1,,
1,,Urban Transportation,"Mills, E. S.","Urban Economics, Scott, Foresman and Company",,,,,,,,,,1,,
1,,Urbanization and Economic Growth in the United States,"Mills, E. S.","Urban Economics, Scott, Foresman and Company",,,,,,,,,,1,,
1,,Transit-supportive land use planning guidelines,Ministry of Transportation Ontario,Transit-supportive land use planning guidelines,,,,,,,,,,1,,
1,,Cities as Real Estate,"Miron, J. R.",Canadian Cities in Transition,,,,,,,,,,1,,
1,,Guidelines for the preparation of Traffic Impact Studies,Municipality of Metropolitan Toronto,Guidelines for the preparation of Traffic Impact Studies,,,,,,,,,,1,,
1,,Transit stations and commercial property values: Case study with policy and land use implications,"Nelson, A. C. ",Transit stations and commercial property values: Case study with policy and land use implications,,,,,,,,,,1,,
1,,Market dynamics and non-work travel patterns: Obstacles to transitoriented development?,"Nelson, D. and Niles, J. S.",,,,,,,,,,,1,,
1,,The costs of automobile dependence: A global survey of cities,"Newman, P. and Kenworthy, J.",,,,,,,,,,,1,,
1,,Measuring the Success of transit‑oriented development: Retail market dynamics and other key determinants.,"Niles, J. and Nelson, D.",World Wide Web,,,,,,,,,,1,,
1,,"An extensible, modular architecture for simulating urban development, transportation, and environmental impacts","Noth, M., Borning, A., and Waddell, P",,,,,,,,,,,1,,
1,,Autos and Highways,"O'Sullivan, A",Urban Economics,,,,,,,,,,1,,
1,,General‑Equilibrium Land Use,"O'Sullivan, A.", Urban Economics,,,,,,,,,,1,,
1,,Introduction to Land Rent and Land Use,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,Land-Use in the Monocentric City,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,"""Land-Use Controls and Zoning","O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,Mass Transit,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,Suburbanization and Modem Cities,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,The History of Western Urbanization,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,Where Do Cities Develop?,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,Why Do Cities Exist?,"O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,"O'Sullivan, A. (2001). ""","O'Sullivan, A.",Urban Economics,,,,,,,,,,1,,
1,,Site design & travel behavior: a bibliography,"Ocken, R",World Wide Web.,,,,,,,,,,1,,
1,,Data collection and modeling requirements for assessing transportation impacts of micro‑scale design,Parsons Brinckerhoff Quade & Douglas Inc,Data collection and modeling requirements for assessing transportation impacts of micro‑scale design,,,,,,,,,,1,,
1,,Executive Summary,,,,,,,,,,,,1,,
1,,Land use forecasting studies: A synthesis and summary,Parsons Brinckerhoff Quade & Douglas Inc,Land use forecasting studies: A synthesis and summary,,,,,,,,,,1,,
1,,Transport and land-use determinants of urban structure,"Paterson, J.",Transport and land-use determinants of urban structure,,,,,,,,,,1,,
1,,Transit & Pedestrian Oriented Developments: Do they really make a difference?,"Peers, J. B.",World Wide Web,,,,,,,,,,1,,
1,,Design of visualizations for urban modeling,"Pinnel, L. D., Dockrey, M., Bemheim Brush, A. J., and Boming, A",Design of visualizations for urban modeling,,,,,,,,,,1,,
1,,"Innovative land use and public transport policy: The case of Curitiba, Brazil","Rabinovitch, J.",Land Use Policy,,,,,,,,,,1,,
1,,Transportation Impact Studies - Analysis of Alternative transportation modes,"Ridgway, M. D. and Tabibnia, S.",World Wide Web,,,,,,,,,,1,,
1,,Infill in the marketplace: Alternatives to sprawl,"Sargent, T. ",On the Ground,,,,,,,,,,1,,
1,,Truth in transportation planning,"Shoup, D. C.",,,,,,,,,,,1,,
1,,The Demand for Transportation: Models and Applications,"Small, K. A. and Winston, C.",Transportation Economics and Policy,,,,,,,,,,1,,
1,,technical review of urban land use‑transportation models as tools for evaluating vehicle travel reduction strategies,"Southworth, F. A",World Wide Web,,,,,,,,,,1,,
1,,TODs importance to transit; transit's importance to TODs: Planning scenarios for Sacramento,"Thompson, G. L. and Audirac, I.",,,,,,,,,,,1,,
1,,Trip generation and parking requirements in traditional shopping districts,"Steiner, R. L.",,,,,,,,,,,1,,
1,, Sustainable transportation: The Canadian Context,Transport Canada,World Wide Web,,,,,,,,,,1,,
1,,Do suburbs need cities?,"Voith, R",Journal of Regional Science,,,,,,,,,,1,,
1,,The suburban housing market: The effects of city and suburban job growth,,Business Review,,,,,,,,,,1,,
1,,"Analytical tools for land use, transportation, and growth management","Waddell, P.",,,,,,,,,,,1,,
1,,Land use and travel demand forecasting models recommendations for integrated land use and travel models,"Waddell, P., Outwater, M., and Bhat, C. R.",Cambridge Systematics,,,,,,,,,,1,,
1,,Simulating the effects of metropolitan growth management strategies,"Waddell, P.",Simulating the effects of metropolitan growth management strategies,,,,,,,,,,1,,
1,,"Introduction, ""Market Force that Determine Urban Land-use and Transportation Patterns""","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,,,1,,,
1,,"The Transportation/Land Use Connection, P47-51","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,,,1,,,
1,,The Interaction of Public Policy with the Market Forces that Drive Land Use and Transportation',"Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,,,1,,,
1,,"The Transportation/Land Use Connection, P67-73","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,,,1,,,
1,,"The Transportation / Land Use Connection,  Report # 448/449","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,,,1,,,
1,,"""Market Force that Determine Urban Land-use and Transportation Patterns And ""The Interaction of Public Policy with the Market Forces that Drive Land Use and Transportation'","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,1,,,,,
1,,"""Increasing Carrying Capacity""","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,1,,,,,
1,,"""Demand side remedies that focus on bahavior""","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,1,,,,,
1,,Appendix A,"Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,1,,,,,
1,,"""Changing the jobs-housing balance"" and ""Remedies that increase residential densities""","Moore, Terry and Paul Thorsnes",The Transportation/Land Use Connection,,,,,,,1,,,,,
1,,"Driven to Spend: The Impact of Sprawl on Household Transportation Expenses,  pp. 5-22",Surface Transportation Policy Project (STPP),"Driven to Spend: The Impact of Sprawl on Household Transportation Expenses, www.transact.org/Reports/driven/default.htm",,,,,,,,,,,1,
1,,Creating a Healthy Environment:  The Impact of the Built Environment on Public Health,R.J. Jackson and C. Kochtitzky,"Sprawl Watch Clearinghouse, www.sprawlwatch.org/health.pdf ",,,,,,,,,,,1,
1,,"Case Study: San Francisco Bay Area, California",FHWA,"a case study in measuring accessibility, www.fhwa.dot.gov/planning/toolbox/sanfrancisco_overview.htm",,,,,,,,,,,1,
1,,Transportation and Environmental Analysis of the Atlantic Steel Development Proposal,W. Schroeer,"U.S. Environmental Protection Agency, Washington, D.C.,",,,,,,,,,,,1,
1,,"There Is a Hybrid in Your Future – Tomorrow’s Development Will Look Like Today’s, Only More So",R. Ewing,Planning,,,,,,,,,,,1,
1,,"ABest Land Use Practices, pp. 17-44",,,,,,,,,,,,,1,
1,,"ABest Land Use Practices, pp. 53-84",,,,,,,,,,,,,1,
1,,Toward an Urban Design Manifesto,"A. Jacobs and D. Appleyard,",Journal of the American Planning Association,,,,,,,,,,,1,
1,,Pedestrian- and Transit-Friendly Design,R. Ewing,Florida Department of Transportation,,,,,,,,,,,1,
1,,"The Common Language of Space: A Way of Looking at the Social, Economic and Environmental Functioning of Cities on a Common Basis",B. Hillier,www.spacesyntax.com/publications/commonlang.html,,,,,,,,,,,1,
1,,Building Roads in Sync with Community Values,H. Peaks and S. Hayes,Public Roads,,,,,,,,,,,1,
1,,From Highway to My Way,R. Ewing,Planning,,,,,,,,,,,1,
1,,"Traffic Calming State-of-the-Practice,Chapters 1, 3, 5, and 10",R. Ewing,"Traffic Calming State-of-the-Practice, www.ite.org/traffic/tcstate.htm#tcsop",,,,,,,,,,,1,
1,,Middle Age Sprawl:  BART and Urban Development,J. Landis and R. Cervero,Access,,,,,,,,,,,1,
1,,"Highways and Metropolitan Development: Questions, Evidence, and Policy Implications",M. Boarnet and A. Haughwout,paper available from the authors,,,,,,,,,,,1,
1,,Why Are the Roads So Congested?  A Companion Analysis of the Texas Transportation Institute’s Data on Metropolitan Congestion,STPP,www.transact.org/Reports/constr99/default.htm,,,,,,,,,,,1,
1,,A Transportation Modeling Primer,E. Beimborn,"Center for Urban Transportation Studies, University of Wisconsin-Milwaukee, www.uwm.edu/Dept/CUTS/primer.htm",,,,,,,,,,,1,
1,,Travel Model Improvement Program:  A Program Description,G. Shunk,"Texas Transportation Institute, College Station, TX",,,,,,,,,,,1,
1,,Sketch Planning Models for Coordinated Land Use and Transportation Planning,Ewing and K. Tilbury,Sketch Planning Models for Coordinated Land Use and Transportation Planning,,,,,,,,,,,1,
1,,AFloridas Growth Management Learning Curve,R. Ewing,Virginia Environmental Law Journal,,,,,,,,,,,1,
1,,Potential:  Lessons from Around the Country,"H. Dittmar, B. McCann, and G. Ohland, ARealizing","Surface Transportation Policy Project, Washington, D.C",,,,,,,,,,,1,
1,,Moving Beyond Gridlock,R. Dunphy,Moving Beyond Gridlock,,,,,,,,,,,1,
1,,History of Urban Form Before the Industrial Revolutions. England,"Morris, AEJ ",History of Urban Form Before the Industrial Revolutions. England,,,,,,,,,1,,,
1,,"Smokestacks and Progressives: Environmentalists, Engineers, and Air Quality in America, 1881-1951.","Stradling, David","Smokestacks and Progressives: Environmentalists, Engineers, and Air Quality in America, 1881-1951.",,,,,,,,,1,,,
1,,Chapter 2: The Transportation Revolution and the Erosion of the Walking City,"Jackson, Kenneth",Crabgrass Frontier: The Suburbanization of the United States.,,,,,,,,,1,,,
1,,Chapter 5: The Main Line: Elite Suburbs and Commuter Railroads,"Jackson, Kenneth",Crabgrass Frontier: The Suburbanization of the United States.,,,,,,,,,1,,,
1,,Chapter 6: The Time of the Trolley,"Jackson, Kenneth",Crabgrass Frontier: The Suburbanization of the United States.,,,,,,,,,1,,,
1,,Chapter 9: The New Age of Automobility,"Jackson, Kenneth",Crabgrass Frontier: The Suburbanization of the United States.,,,,,,,,,1,,,
1,,Chapter 11: Federal Subsidy and the Suburban Dream: How Washington Changed the American Housing Market,"Jackson, Kenneth",Crabgrass Frontier: The Suburbanization of the United States.,,,,,,,,,1,,,
1,,"ourgeois Utopias: The Rise and Fall of Suburbia, 155-172","Fishman, R.",ourgeois Utopias: The Rise and Fall of Suburbia,,,,,,,,,1,,,
1,,From Garden Cities of Tomorrow,"Howard, Ebenezer",The City Reader,,,,,,,,,1,,,
1,,From The City of To-morrow and Its Planning,Le Corbusie,The City Reader,,,,,,,,,1,,,
1,,"Toward New Towns for America, 37-54","Stein, Clarence",Toward New Towns for America,,,,,,,,,1,,,
1,,Radburn and the American Planning Movement: The Persistence of an Idea,"Birch, Eugene L.",APA Journal,,,,,,,,,1,,,
1,,Land Use Zoning as Transportation Regulation,"Pickrell, DH & D.C. Shoup",Transportation Research Record,,,,,,,,,1,,,
1,,"Race and the Shaping of Twentieth-Century Atlanta, 53-69","Bayor, Richard",Race and the Shaping of Twentieth-Century Atlanta,,,,,,,,,1,,,
1,,"The Old Neighborhood: What We Lost in the Great Suburban Migration, 122-139","Suarez, Ray",The Old Neighborhood: What We Lost in the Great Suburban Migration,,,,,,,,,1,,,
1,,Environmental Justice in Transportation Planning,"Forkenbrock, David & Lisa A. Schweitzer",Journal of the American Planning Association,,,,,,,,,1,,,
1,,"The Economy of the Earth: Philosophy, Law, and the Environment,1-23","Sagoff, Mark","The Economy of the Earth: Philosophy, Law, and the Environment",,,,,,,,,1,,,
1,,"The Urban Transport Crisis,7-42 ","Pucher, John & Christian Lefevre",The Urban Transport Crisis,,,,,,,,,1,,,
1,,Effect of Neo- Traditional Neighborhood Design on Travel Characteristics,"Friedman, Bruce, Stephanie Gordon, & John Peers",Transportation Research Record,,,,,,,,,1,,,
1,,"Blue Skies, Green Politics, 41-78","Bryner, Gary C","Blue Skies, Green Politics",,,,,,,,,1,,,
1,,"Fundamentals of Air Pollution, 99-109","Boubel, Richard et al.",Fundamentals of Air Pollution,,,,,,,,,1,,,
1,,"Earth Science, 388-401","Tarbuck, Edward J. & Frederick K. Lutgens",Earth Science,,,,,,,,,1,,,
1,,Atmospheric Chemistry of Tropospheric Ozone Formation: Scientific and Regulatory Implications,"Finlayson-Pitts, BJ & JN Pitts, Jr.",Air & Waste,,,,,,,,,1,,,
1,,"Natural Hydrocarbons, Urbanization, and Urban Ozone","Cardelino, CA & WL Chameides",Journal of Geophysical Research,,,,,,,,,1,,,
1,,Transportation and Global Climate Change: A Review and Analysis of the Literature,,"US Department of Transportation, Federal Highway Administration, and Office of Environment and Planning",,,,,,,,,1,,,
1,,Urban Form and Thermal Efficiency: How the Design of Cities Influences the Urban Heat Island Effect,"Stone, Brian Jr. & Michael O. Rodgers",Journal of the American Planning Association,,,,,,,,,1,,,
1,,Linking Land Use with Household Vehicle Emissions in the Central Puget Sound: Methodological Framework and Findings,"Frank, Lawrence D., Stone, Brian Jr., & Bachman, William",Transportation Research Part D: Transport and Environment,,,,,,,,,1,,,
1,,Air Quality and Travel Behavior: Untying the Knot,"Bae, Chang-Hee Christine",APA Journal,,,,,,,,,1,,,
1,,"Bowling Alone: The Collapse and Revival of American Community, 204-246","Putnam, Robert",Bowling Alone: The Collapse and Revival of American Community,,,,,,,,,1,,,
1,,"The Next American Metropolis: Ecology, Community, and the American Dream,9-38","Calthorpe, Peter","The Next American Metropolis: Ecology, Community, and the American Dream",,,,,,,,,1,,,
1,,"The Geography of Nowhere, 113-131 ","Kunstler, James",The Geography of Nowhere,,,,,,,,,1,,,
1,,"Intelligent Transportation Systems, Land Use, and Sustainable Transportation","Hodge, David C. ","Paper presented at ITS America, Washington, DC, March 13, 1-28",,,,,,,,,1,,,
1,,"Telecommunications and the City: Electronic Spaces, Urban Places, 278-310","Graham, Stephen & Simon Marvin","Telecommunications and the City: Electronic Spaces, Urban Places",,,,,,,,,1,,,
1,,Traditional Neighborhood Development: Will the Traffic Work?,"Kulash, Walter","Paper presented at the Eleventh Annual Pedestrian Conference, Bellvue, Washington",,,,,,,,,1,,,
1,,Chapter 1: Transit and the Metropolis: Finding Harmony,"Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,Site Design and Pedestrian Travel,"Hess, PM, AV Moudon, MC Snyder, & K Stanilov",Transportation Research Record,,,,,,,,,1,,,
1,,"Chapter 4: Orbiting the City with Rail-Served Satellites: Stockholm, Sweden OR Cervero, Chapter 5: The Hand-Shaped Metropolis: Copenhagen, Denmark","Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,"Chapter 9: Busways and the Hybrid Metropolis: Ottawa, Canada","Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,"Chapter 10: Creating a Linear City with a Surface Metro: Curitiba, Brazil","Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,"Chapter 11: Creating First-Class Transit with Transit-first Policies: Zurich, Switzerland OR Cervero, Chapter 13: Adaptive Light Rail Transit: Karlsruhe, Germany","Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,Chapter 16: Drawing Lessons and Debunking Myths,"Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,Chapter 17: North America's Aspiring Transit Metropolises,"Cervero, Robert",Transit and the Metropolis,,,,,,,,,1,,,
1,,EPA Guidance: Improving Air Quality Through Land Use Activities (2001),,"Office of Transportation and Air Quality, EPA",,,,,,,,,1,,,
1,,Air Quality by Design: Harnessing the Clean Air Act to Manage Growth,"Stone, Brian Jr",Unpublished manuscript,,,,,,,,,1,,,
1,,Wisconsin Smart Growth Legislation,,,,,,,,,,,1,,,
1,,Sprawl Busting: State Programs to Guide Growth,"Weitz, Jerry",Chicago: American Planning Association,,,,,,,,,1,,,
1,,"Transportation for Livable Cities, Chapters 1 and 8","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Transportation for Livable Cities, Chapter 3","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Transportation for Livable Cities, Chapter 2","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Transportation for Livable Cities, Chapter 6","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Transportation for Livable Cities, Chapter 7","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Transportation for Livable Cities, Chapter 4","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Transportation for Livable Cities, Chapter 5","Vuchic, Vukan R",Transportation for Livable Cities.,,,,,,1,,,,,,
1,,"Chapter 4, ""The Planners and Transit,""  and Chapter 5, ""The Planners and the Automobile,""","Foster, Mark S.",From Streetcar to Superhighway:  American City Planners and Urban Transportation,,,,,,1,,,,,,
1,,"The Urban Transportation System:  Politics and Policy Innovation, Chapter 2","Altshuler, Alan with James P. Womack and John R. Pucher.",The Urban Transportation System:  Politics and Policy Innovation,,,,,,1,,,,,,
1,,"Chapter 10:  ""A War Abroad, A Conflict at Home,"" (electronic reserves) and Chapter 11:  ""Interstate Socialism.""","Goddard, Stephen B.",Getting There:  The Epic Struggle Between Road and Rail in the American Century,,,,,,1,,,,,,
1,,"Urban Economics and Public Policy, Chapter 5","Heilbrun, James.",Urban Economics and Public Policy,,,,,,1,,,,,,
1,,"Suburban Gridlock, Chapter 2","Cervero, Robert ",Suburban Gridlock,,,,,,1,,,,,,
1,,"Urban Economics and Public Policy, Chapter 6","Heilbrun, James",Urban Economics and Public Policy,,,,,,1,,,,,,
1,,"Urban Transportation Modeling and Planning, Chapter 3","Stopher, Peter R and Arnim H. Meyburg",Urban Transportation Modeling and Planning,,,,,,1,,,,,,
1,,"Urban Transportation Modeling and Planning, Chapter 7","Stopher, Peter R. and Arnim H. Meyburg",Urban Transportation Modeling and Planning,,,,,,1,,,,,,
1,,"Urban Transportation Modeling and Planning, Chapter 8","Stopher, Peter R. and Arnim H. Meyburg",Urban Transportation Modeling and Planning,,,,,,1,,,,,,
1,,"Transportation Demand Analysis, Chapter 7","Kanafani, Adib K.",Transportation Demand Analysis,,,,,,1,,,,,,
1,,"Urban Transportation Modeling and Planning, Chapter 10","Stopher, Peter R. and Arnim H. Meyburg",Urban Transportation Modeling and Planning,,,,,,1,,,,,,
1,,Twenty-One Sources of Error and Bias in Transport Project Appraisal,"Mackie, Peter and John Preston", Transport Policy,,,,,,1,,,,,,
1,,nnovation in Transportation and Land Use as Expansion of Household Choice,"Levine, Jonathan, Aseem Inam and Gwo-Wei Torng",www-personal.umich.edu/~jlevine/downloads/innovation.doc,,,,,,1,,,,,,
1,,Economic Fundamentals of Road Pricing,"Hau, Timothy D","Infrastructure and Urban Development, The World Bank",,,,,,1,,,,,,
1,,The Political Economy of Highway Tolls and Congestion Pricing,"Gomez-Ibanez, Jose",Transportation Quarterly,,,,,,1,,,,,,
1,,Overcoming Public Aversion to Congestion Pricing,"Harrington, Winston, Alan J. Krupnick and Anna Alberini",Transportation Research A,,,,,,1,,,,,,
1,,Transportation Pricing's Conditional Promise:  Promotion of Accessibility or Mobility? ,"Levine, Jonathan and Yaakov Garb",www.umich.edu/~jlevine/downloads/promise.doc,,,,,,1,,,,,,
1,,Ten Myths about US Urban Rail Systems,"Rubin, Thomas A., James E. Moore II and Shin Lee",Transport Policy ,,,,,,1,,,,,,
